Employee_ID,First_Name,Last_Name,Email,Hire_Date,Department,Salary,Performance_Score,Training_Hours
307,Amy,Cook,joekane@example.com,2022-05-19,Marketing,75800,4.003785197986453,23
308,Michael,Richardson,awoodward@example.org,2020-05-13,Finance,68213,2.1706042215567014,38
309,Robin,Dougherty,kimberly94@example.net,2014-03-26,Marketing,92661,3.582999991292347,32
310,Susan,Smith,kristenbrown@example.net,2021-08-15,Marketing,104008,3.5737773442004706,15
311,Angel,Johnston,castroscott@example.net,2015-03-29,HR,49088,2.4215648166352497,27
312,Shannon,Cook,robert12@example.org,2014-06-27,HR,67761,3.2699145287441693,14
313,Stefanie,Morse,ariasangela@example.org,2022-10-19,HR,42106,3.8485674091587514,17
314,Jonathan,Smith,zclark@example.org,2019-05-28,Marketing,97733,3.844991291386826,21
315,John,Parker,robert39@example.net,2015-11-27,HR,68023,3.1185172824996257,28
316,Heather,Collins,cindy66@example.com,2017-03-08,Operations,107308,2.442335964484152,19
317,Dustin,Johnston,lorimatthews@example.org,2017-07-19,Finance,77212,4.3399322352315295,10
318,Alison,Burch,utrujillo@example.com,2018-03-09,Operations,89961,4.106023333870149,31
319,Rachel,Farmer,alexandria71@example.com,2023-08-24,IT,96915,2.0278218123219816,13
320,Lisa,Mckenzie,michellealexander@example.com,2023-06-01,Finance,63730,3.033783621098707,20
321,Alex,Henderson,bcooper@example.com,2021-07-01,Sales,61024,2.9921359297053174,34
322,Judy,Dorsey,cwalker@example.com,2013-12-26,Marketing,57077,3.289567293866065,21
323,Jamie,Ross,rachelwilson@example.org,2022-09-27,HR,59186,4.340807880169255,16
324,Shelly,Walker,hugheserica@example.org,2016-05-18,HR,106532,4.600383332329199,37
325,Virginia,Mcdonald,christopher16@example.net,2016-02-02,HR,102464,3.234101795788093,17
326,Randall,Patterson,deanna56@example.net,2023-02-15,IT,98470,3.4205611897420574,12
327,Jason,Moore,angelashaw@example.com,2017-01-11,IT,77298,3.0124186038952563,39
328,Patrick,Miles,michelestewart@example.org,2021-08-30,Sales,82316,2.8842891579829133,32
329,Kerry,Lin,vgates@example.net,2020-06-12,Finance,101208,2.4189316511574246,37
330,Megan,Lowe,jameskent@example.net,2018-12-10,Sales,103631,4.697121352434799,31
331,Chad,Nunez,nancybrown@example.net,2016-04-27,Sales,65081,4.909648529681181,30
332,Charlotte,Stewart,fwallace@example.net,2016-01-17,Sales,79849,2.309725168772136,12
333,Scott,Logan,kennethellis@example.net,2021-06-24,Operations,50789,3.5312259581964947,37
334,Maria,Weeks,danielshannon@example.org,2016-06-25,Operations,114710,3.755912683466835,11
335,Erica,Mason,usmith@example.com,2019-06-18,HR,92463,3.512537311834068,36
336,Samantha,Morales,lawsoncaitlin@example.org,2019-04-30,Finance,93292,4.352276975861157,29
337,Mark,Barnett,jennifer70@example.com,2013-10-27,IT,44859,3.120715982159153,20
338,Juan,Gomez,isimmons@example.com,2019-02-13,HR,86083,3.4225551189117844,25
339,Robert,Stone,mcgeeryan@example.com,2015-10-08,Finance,40575,4.694427491864868,37
340,Kenneth,Sellers,spowers@example.net,2014-10-09,Finance,41646,2.738871915354961,12
341,Patricia,Smith,kathleencabrera@example.net,2022-02-22,Marketing,62313,3.2215239060910434,39
342,Ryan,Schaefer,erikabrooks@example.com,2014-10-22,Finance,53790,2.5587650026630318,34
343,Randall,Carter,maryschultz@example.com,2021-04-01,Sales,88183,4.904255338273311,40
344,Michael,Larson,huntmelissa@example.net,2017-08-01,Sales,52387,4.829760186697541,14
345,Whitney,Baldwin,adrianholland@example.org,2016-05-05,Finance,47276,4.328400762647642,34
346,Holly,Boyd,contrerasanthony@example.com,2019-08-26,Marketing,49280,4.849910486135494,40
347,Michael,Elliott,monicajackson@example.net,2021-10-21,Operations,54317,3.653290834016345,12
348,Joe,Price,tdaniels@example.net,2020-05-27,HR,50456,4.426053814068643,30
349,Mark,Reynolds,leebrooke@example.net,2018-11-26,Operations,68668,3.1444127357717635,26
350,Sabrina,Castillo,prestonmichael@example.org,2022-05-08,Finance,95994,2.169053380209943,33
351,Amber,Evans,cristina28@example.org,2019-12-21,Operations,92561,3.6493186745101833,11
352,Karen,Anthony,erin72@example.net,2023-01-27,Marketing,84998,4.377181626831785,20
353,Max,Macias,jamie74@example.org,2013-10-12,Sales,69459,3.74461247000194,34
354,Douglas,Price,jessicamiller@example.com,2020-04-29,Operations,82008,4.906098060181954,32
355,Haley,Berry,richardcarson@example.com,2013-11-22,Operations,47886,3.7135405871893274,20
356,Jacqueline,Winters,xmatthews@example.org,2016-01-25,Sales,67105,4.10952898409708,18
357,Maureen,Ruiz,thompsonjoseph@example.com,2019-03-23,Finance,71337,2.5427478129987855,15
358,Michael,Castillo,johnsonjeffery@example.com,2019-10-06,HR,79685,4.966735505841115,26
359,Autumn,Powell,zcampbell@example.com,2016-07-19,Sales,47120,2.73721040329474,10
360,Amanda,Haas,ambervaughn@example.com,2018-03-03,HR,49253,3.100001204794652,27
361,Amanda,Baker,qperez@example.com,2022-12-03,Finance,99866,2.0419467240332194,35
362,Andre,Johnson,lonnie35@example.org,2022-07-03,Operations,59068,4.286096305089202,30
363,Jeffery,Lopez,beanscott@example.net,2020-08-17,Marketing,47779,2.9520604547693967,24
364,Danielle,Mclaughlin,michaelarias@example.com,2014-04-18,Sales,45147,2.957826911974226,25
365,Jennifer,Cobb,awatson@example.com,2016-01-02,IT,84692,4.405135028508766,35
366,Taylor,Russo,ewhite@example.org,2018-01-12,IT,71376,2.511893699636666,26
367,Yesenia,Tucker,kellycollins@example.net,2019-11-22,Finance,106557,3.5179107185538863,10
368,Christina,Scott,adamsdavid@example.org,2014-10-04,Operations,51777,3.2378022835092355,13
369,Mary,Weiss,johnsonnicole@example.com,2020-08-18,IT,80654,3.702692740570347,10
370,Julie,White,daniel57@example.org,2017-09-06,Sales,67603,2.7073446681689264,36
371,Manuel,Smith,millerjean@example.org,2019-03-04,Sales,118103,2.6503084343241783,37
372,Joel,Lutz,kwallace@example.com,2018-05-16,Operations,42376,3.8117794276254546,23
373,Michael,Rose,jordan09@example.com,2015-10-04,HR,109740,2.62071662339792,22
374,Terri,Randolph,asmith@example.net,2016-07-09,Finance,57630,4.5700793363763355,29
375,Karen,Buck,archerangela@example.net,2017-11-27,Operations,104747,4.839892169572778,28
376,Barbara,Kelly,dale34@example.net,2015-06-21,Sales,42218,3.424499034830734,25
377,Scott,Bond,toddcosta@example.net,2023-03-19,Operations,90164,4.219935232941886,22
378,Shane,Walker,brianmoore@example.org,2018-07-06,Operations,76159,3.4867772291973465,35
379,Rachel,Jones,mirandatanya@example.org,2017-08-26,IT,54932,4.392398038469569,11
380,Christopher,Grimes,williamthompson@example.com,2020-11-19,Marketing,59364,3.8351694744947338,11
381,Susan,Montes,robertclark@example.org,2015-07-31,IT,117098,4.616539085397691,19
382,Debbie,Hull,maryzavala@example.com,2017-02-27,Operations,62875,2.7586968270773236,12
383,William,Sanchez,bassmarcus@example.net,2022-08-22,HR,83986,4.369256742508227,20
384,Richard,Jackson,melissalopez@example.org,2014-04-07,HR,80407,2.8940918022370594,24
385,Craig,Wilkins,hwest@example.com,2022-04-17,IT,87335,3.0461518692825433,23
386,Craig,Brown,dcompton@example.com,2022-06-11,HR,113731,4.27749315018176,34
387,Matthew,Guerrero,cheryl25@example.com,2020-08-07,Marketing,104934,4.501438701972448,31
388,Vanessa,Wilson,gallegossamuel@example.com,2014-11-28,Marketing,107255,4.176093947917966,40
389,Leslie,Pham,elee@example.net,2017-01-13,Sales,65617,3.092629988467046,29
390,Dustin,Mccormick,jesus84@example.org,2022-11-18,IT,57580,3.488582127684724,29
391,Michael,Smith,lindsay23@example.org,2021-06-30,Finance,43045,4.464843716918944,32
392,Sara,Mitchell,shari74@example.net,2017-12-24,IT,48517,3.3176902801601025,39
393,Mary,Haney,aburns@example.net,2020-08-14,HR,65064,3.1853631124496378,38
394,Katie,Walker,patricia63@example.net,2023-03-08,Operations,103907,3.7584506302249565,26
395,Rebecca,Wilson,mosesluis@example.com,2016-04-11,Sales,76731,4.390988837392613,39
396,Donna,Mercado,conradmatthew@example.org,2021-05-08,Sales,57872,3.989051644230963,39
397,Sarah,Townsend,mterry@example.org,2015-12-20,Marketing,47230,4.837941656981429,26
398,Kelsey,Combs,deborah64@example.com,2018-03-05,Operations,78484,2.3695855054506536,29
399,Christina,Vasquez,adam11@example.net,2022-03-19,Operations,113719,3.5860521043674614,26
400,Vanessa,Burke,vstrickland@example.com,2017-02-20,Finance,92169,2.938507410586211,15
401,John,Williams,whuber@example.com,2023-02-14,Sales,57004,4.575446122700473,36
402,Ronald,Harris,ljohnson@example.org,2017-04-04,Sales,50038,4.3627806536957685,23
403,Julie,King,david78@example.org,2020-02-12,IT,89933,2.3211566118808236,28
404,Angela,Green,rhonda16@example.org,2023-02-08,IT,90828,3.44673823602002,31
405,James,Wood,figueroabrian@example.com,2017-08-29,HR,105322,4.811900007544194,18
406,Ryan,Harrington,melissapratt@example.com,2020-05-02,IT,96976,2.376770457227222,29
407,Jessica,Martin,ashley21@example.net,2021-11-30,Operations,81384,4.960116888513634,26
408,Stephanie,Garcia,rdennis@example.net,2018-11-08,HR,69441,2.3736268036392465,26
409,Kayla,Bartlett,jay67@example.org,2018-11-04,HR,96987,3.9192625363747533,27
410,Mark,Miranda,turnernicholas@example.org,2019-05-05,HR,48744,3.307068880618158,27
411,Amanda,Robbins,cmarquez@example.com,2021-03-05,Marketing,111002,2.97180834659957,27
412,Kurt,Durham,leslie84@example.net,2022-08-02,Sales,69379,3.8898156724238193,15
413,Michael,Singleton,zgaines@example.com,2016-03-30,Operations,117066,4.0066226411152135,21
414,David,Howard,dean31@example.org,2020-11-03,Sales,51294,2.550935695813694,39
415,Stacy,Harris,crystal70@example.net,2023-08-30,IT,51811,2.6218929781198717,15
416,Kevin,Wallace,jacksonallison@example.com,2020-05-09,IT,96923,4.876190158218689,21
417,Cole,Sanchez,kfigueroa@example.net,2021-09-11,Marketing,110436,3.0294602324529123,24
418,James,Green,imacdonald@example.com,2016-06-23,Finance,47026,2.57675745102175,16
419,Lisa,Shepherd,bjuarez@example.com,2014-08-27,Sales,115965,4.177759906179283,35
420,Richard,Lewis,mcfarlandronald@example.com,2021-07-24,IT,104774,3.5095112544524665,30
421,Joseph,Mitchell,yatesstephanie@example.net,2018-01-17,Marketing,65627,4.105930321914477,15
422,Ann,Sanford,petersisaac@example.net,2015-08-03,Finance,59378,4.0861863551528685,39
423,Regina,Bryant,cory60@example.com,2023-05-24,Sales,78658,3.162446468385866,22
424,Tiffany,Boyle,xmorris@example.org,2013-11-15,HR,89536,3.0053774354712446,32
425,Bonnie,Cooper,shaun08@example.org,2020-01-05,Finance,59111,3.261863078821621,30
426,Kelly,Pham,deleonmarisa@example.net,2014-01-04,HR,61082,3.4868227767799524,17
427,Christian,Ritter,hernandezdanny@example.net,2022-12-05,HR,116386,2.1664764824718157,18
428,Christopher,Allison,carolyn83@example.org,2014-10-26,Marketing,118713,4.593966003456284,11
429,Tom,Watson,shenderson@example.com,2014-12-20,Marketing,93136,2.7491198117013615,40
430,Gregory,Drake,lsnyder@example.net,2016-01-06,Sales,49978,3.4307350315454217,31
431,Michelle,Thornton,thomasdaniels@example.com,2018-07-13,Operations,98595,2.404053451784297,14
432,Debbie,Meyer,carrolltina@example.net,2016-10-23,IT,67568,2.58180196842679,16
433,Gregory,Fowler,butlergabriel@example.net,2016-07-06,Finance,77259,4.064388327627954,25
434,Robin,Powell,pbarron@example.com,2016-11-02,Sales,67791,3.691839804819498,12
435,Blake,Jenkins,mitchelldarlene@example.com,2016-04-28,Sales,94865,4.777548770310398,23
436,Jennifer,Mitchell,ivancarroll@example.net,2019-10-25,Marketing,90173,3.5842874717585693,23
437,Donald,Stewart,matthewsshane@example.org,2021-08-24,IT,95919,2.688121745548436,36
438,Jason,Davis,stephanielambert@example.net,2021-09-24,Sales,45917,3.388745226805936,16
439,Carol,Glover,deleonjessica@example.com,2016-02-19,Finance,57844,2.2646552345196294,17
440,Rhonda,West,fwillis@example.com,2016-12-05,IT,55083,4.546546682473288,15
441,Lisa,Torres,elizabethbarnett@example.org,2021-08-26,IT,61457,3.715101422681043,20
442,Cynthia,Hawkins,randy61@example.com,2023-03-05,Finance,86353,4.335977104964346,16
443,April,Rivers,diamondmichael@example.org,2016-10-27,Operations,41268,4.210093044709733,28
444,Shawn,Fernandez,ericjackson@example.com,2014-09-21,IT,101233,3.7785621645880823,34
445,Randall,Hunt,travis64@example.com,2021-11-17,Finance,60192,4.611224463185433,38
446,Cathy,Salas,omunoz@example.net,2018-10-25,Sales,79512,3.608314186121495,28
447,Mark,Reed,angelacastro@example.com,2021-01-12,Marketing,105399,3.6284572405028066,14
448,John,Stewart,xgibbs@example.com,2019-06-10,Operations,108069,2.1014848524454077,32
449,Scott,Turner,pottercolleen@example.com,2023-03-13,Finance,80680,3.1369573881265223,36
450,Brendan,Gould,tony67@example.com,2022-05-22,HR,76738,3.531062737985865,37
451,Ashley,Hunter,samantharyan@example.org,2018-03-16,Marketing,114128,2.014246884840321,39
452,Chad,Obrien,michaelfuller@example.org,2020-05-31,IT,101019,4.709679813088327,21
453,Beth,Coleman,elizabeth05@example.com,2015-10-01,IT,47786,3.811148485004182,33
454,Kristin,Williams,anthony79@example.org,2014-05-26,Sales,50134,2.625299531072546,32
455,Philip,Turner,hjohnson@example.org,2021-12-20,Operations,61292,3.580652970999767,17
456,Zachary,Barnes,basskimberly@example.org,2023-06-26,Sales,83986,4.273942559957566,39
457,Jasmine,Thompson,bergtracy@example.com,2021-04-29,Operations,50457,2.978458538381185,38
458,James,Black,cheryl03@example.com,2016-12-21,Marketing,50796,3.652592263791851,34
459,Gary,Hull,ocarlson@example.org,2021-04-27,Operations,80414,4.749027163786712,12
460,Jeffery,Summers,brownrachel@example.net,2023-06-24,HR,82400,4.923635951298872,20
461,Geoffrey,Berry,andersonroger@example.com,2020-06-28,HR,57979,4.470866517826398,39
462,John,Green,ojones@example.com,2019-05-20,Sales,79164,4.146357746461638,13
463,Isaiah,Armstrong,erin36@example.org,2020-09-15,Marketing,65366,4.1896038249754515,16
464,Christy,Brown,eric86@example.com,2014-11-23,Marketing,111173,3.618157380631679,29
465,Phillip,Lowe,jason74@example.net,2021-06-19,Operations,48478,4.660866208112935,37
466,James,Rodriguez,maddoxcarmen@example.com,2018-09-29,Sales,43808,4.765790839083639,33
467,Richard,Holland,jenniferhernandez@example.org,2013-11-29,Sales,64564,4.102915855024911,21
468,Mark,Gordon,dustinbrown@example.com,2018-11-07,Finance,95204,2.0911921465652945,31
469,Paul,Gonzalez,ppacheco@example.org,2020-07-05,HR,53462,4.255830988524675,32
470,Nancy,Bruce,kerry53@example.org,2021-06-25,HR,89919,4.473386070305249,11
471,Katie,Garcia,hshah@example.net,2017-02-18,Finance,54037,2.1341358614897326,28
472,David,Johnson,shane61@example.net,2021-08-29,IT,42675,4.755751921588071,32
473,Michael,Miller,uschneider@example.org,2017-07-16,IT,41166,4.562592372772063,33
474,David,Ingram,perkinskaren@example.org,2020-02-16,Marketing,80837,4.397744082385408,18
475,Shelby,York,pmason@example.net,2015-07-12,IT,48655,4.698280283902235,31
476,Nicole,Clark,amanda19@example.org,2022-04-01,IT,110396,2.327206993459798,25
477,Brandon,Hansen,sydney86@example.org,2022-08-28,Operations,85465,4.697871147533297,40
478,Samantha,Hurst,rodriguezsarah@example.com,2017-05-08,HR,75843,2.919739269495502,13
479,Brian,Evans,lesteranthony@example.com,2015-12-22,HR,109402,4.265384832476467,20
480,Brandon,Hernandez,allenrobert@example.org,2020-03-01,IT,61354,3.2921355630774696,29
481,Daniel,Miller,ryancole@example.org,2014-09-26,Marketing,88719,4.323736385900316,27
482,Mark,Bright,galvanthomas@example.org,2020-07-17,Sales,113750,3.2595576952520857,40
483,Heather,Jordan,smithgregory@example.com,2014-10-02,Sales,114527,2.9309473078647836,11
484,Ryan,Hansen,joel95@example.com,2023-08-05,Sales,48715,2.627400706486753,12
485,Anthony,Rollins,xbird@example.net,2019-02-22,Operations,47198,4.094688657653495,12
486,Anthony,Smith,kaylalewis@example.net,2014-04-04,Marketing,113279,2.3597253185451583,24
487,Nicholas,Green,meredithspencer@example.net,2020-02-14,HR,67750,3.381826985525653,10
488,Robert,Ortiz,stewartwilliam@example.org,2017-11-22,Marketing,117416,4.704108624263595,23
489,Sharon,Odonnell,racheljohnson@example.org,2020-09-19,HR,90211,4.076106930171687,40
490,Juan,Rose,lisadaniel@example.net,2019-10-17,Finance,77825,2.4872049642294716,21
491,Mark,Moody,howardpatricia@example.net,2016-05-28,Operations,76726,4.556029843441528,11
492,David,Franklin,terrencedavis@example.net,2016-01-04,HR,118109,4.329173109882182,38
493,Danielle,Johnson,bethdavis@example.net,2022-09-14,IT,53703,4.326097496082129,38
494,Anita,Smith,jimenezadrian@example.com,2018-08-07,Marketing,92547,3.737093260021969,10
495,Allison,Johnson,mjackson@example.net,2016-09-08,Operations,76720,4.756548334454942,40
496,Mary,Patel,zgonzalez@example.net,2015-10-11,Marketing,62101,2.197400977713625,25
497,Kenneth,Mcgee,taylorpeters@example.com,2015-06-16,Marketing,72176,2.4297736041728593,23
498,Leon,Yates,fsimpson@example.com,2019-12-22,Finance,66983,3.875853231639557,10
499,Roger,Wiggins,ryangordon@example.com,2019-05-30,HR,63266,3.597109460554603,34
500,Tammy,Jackson,murphyseth@example.com,2022-02-04,Operations,79836,2.2588174501340395,11
